CustomerID,Recency,Frequency,Moneytaryvalue,Rscore,Fscore,Mscore,Label,Score,Cluster
13814,57,3,1562.1200000000001,2,2,3,2.02.03.0,7,3
13815,23,5,4014.9099999999985,3,3,4,3.03.04.0,10,0
13816,24,4,555.04,3,3,2,3.03.02.0,8,3
13817,30,2,382.9799999999999,3,1,2,3.01.02.0,6,4
13819,302,3,1140.35,1,2,3,1.02.03.0,6,2
13821,145,2,385.64,1,1,2,1.01.02.0,4,2
13822,6,2,632.0000000000001,4,1,2,4.01.02.0,7,4
13823,19,2,957.6600000000001,3,1,3,3.01.03.0,7,4
13824,33,5,1698.9399999999998,3,3,4,3.03.04.0,10,0
13826,159,2,174.65,1,1,1,1.01.01.0,3,1
13827,58,3,409.7999999999998,2,2,2,2.02.02.0,6,2
13828,23,1,209.49000000000004,3,1,1,3.01.01.0,5,4
13829,360,1,-102.0,1,1,1,1.01.01.0,3,1
13831,17,6,2198.45,4,3,4,4.03.04.0,11,0
13832,18,2,40.949999999999996,3,1,1,3.01.01.0,5,4
13833,160,1,383.8499999999999,1,1,2,1.01.02.0,4,2
13835,26,4,834.57,3,3,3,3.03.03.0,9,3
13837,212,2,266.59000000000003,1,1,1,1.01.01.0,3,1
13838,6,3,674.8199999999998,4,2,3,4.02.03.0,9,4
13841,253,1,85.0,1,1,1,1.01.01.0,3,1
13842,59,9,3385.619999999999,2,4,4,2.04.04.0,10,3
13844,12,1,361.62,4,1,2,4.01.02.0,7,4
13845,65,1,312.98,2,1,2,2.01.02.0,5,2
13846,25,4,847.6100000000004,3,3,3,3.03.03.0,9,3
13848,93,3,1255.0,2,2,3,2.02.03.0,7,3
13849,52,2,1537.95,2,1,3,2.01.03.0,6,2
13850,89,2,1586.8099999999995,2,1,3,2.01.03.0,6,2
13851,96,3,2651.46,2,2,4,2.02.04.0,8,3
13853,9,2,1056.94,4,1,3,4.01.03.0,8,4
13854,9,29,8025.0199999999995,4,4,4,4.04.04.0,12,0
13856,169,4,363.4,1,3,2,1.03.02.0,6,3
13858,58,1,216.16999999999996,2,1,1,2.01.01.0,4,1
13859,327,1,201.16,1,1,1,1.01.01.0,3,1
13860,2,5,1240.0000000000005,4,3,3,4.03.03.0,10,0
13862,19,10,2187.3100000000013,3,4,4,3.04.04.0,11,0
13863,246,2,299.56,1,1,2,1.01.02.0,4,2
13865,59,4,501.56,2,3,2,2.03.02.0,7,3
13866,75,1,145.67,2,1,1,2.01.01.0,4,1
13867,32,3,1005.0900000000001,3,2,3,3.02.03.0,8,3
13868,8,2,3192.54,4,1,4,4.01.04.0,9,4
13869,124,4,3083.6500000000037,2,3,4,2.03.04.0,9,3
13870,3,8,2751.250000000001,4,4,4,4.04.04.0,12,0
13871,23,13,6389.800000000004,3,4,4,3.04.04.0,11,0
13873,120,4,381.70000000000005,2,3,2,2.03.02.0,7,3
13874,359,1,540.45,1,1,2,1.01.02.0,4,2
13875,54,5,1786.7900000000004,2,3,4,2.03.04.0,9,3
13876,64,1,122.69999999999999,2,1,1,2.01.01.0,4,1
13877,87,1,117.24000000000001,2,1,1,2.01.01.0,4,1
13878,55,1,1271.57,2,1,3,2.01.03.0,6,2
13880,22,10,3219.7700000000004,3,4,4,3.04.04.0,11,0
13881,4,18,16989.519999999993,4,4,4,4.04.04.0,12,0
13882,3,6,1131.28,4,3,3,4.03.03.0,10,0
13883,2,7,2538.749999999999,4,4,4,4.04.04.0,12,0
13884,8,4,781.3000000000002,4,3,3,4.03.03.0,10,0
13885,190,2,506.8000000000001,1,1,2,1.01.02.0,4,2
13886,72,1,243.56000000000003,2,1,1,2.01.01.0,4,1
13887,205,1,349.54999999999995,1,1,2,1.01.02.0,4,2
13888,120,2,595.67,2,1,2,2.01.02.0,5,2
13889,93,1,416.9,2,1,2,2.01.02.0,5,2
13890,2,13,1860.8599999999992,4,4,4,4.04.04.0,12,0
13892,27,4,632.97,3,3,2,3.03.02.0,8,3
13893,298,1,821.1,1,1,3,1.01.03.0,5,2
13894,23,4,535.9699999999999,3,3,2,3.03.02.0,8,3
13895,22,5,2588.1199999999994,3,3,4,3.03.04.0,10,0
13897,51,1,311.15999999999997,3,1,2,3.01.02.0,6,4
13898,326,1,155.93,1,1,1,1.01.01.0,3,1
13899,17,2,388.52000000000004,4,1,2,4.01.02.0,7,4
13900,184,3,740.9499999999997,1,2,3,1.02.03.0,6,2
13901,73,5,2867.2,2,3,4,2.03.04.0,9,3
13904,38,2,332.63999999999993,3,1,2,3.01.02.0,6,4
13908,80,5,2347.0499999999984,2,3,4,2.03.04.0,9,3
13911,58,9,2580.909999999999,2,4,4,2.04.04.0,10,3
13914,4,3,613.9499999999999,4,2,2,4.02.02.0,8,4
13917,50,2,272.04,3,1,1,3.01.01.0,5,4
13918,50,2,1212.8400000000001,3,1,3,3.01.03.0,7,4
13919,54,3,350.1600000000001,2,2,2,2.02.02.0,6,2
13922,352,1,172.24999999999997,1,1,1,1.01.01.0,3,1
13923,54,1,351.13000000000005,2,1,2,2.01.02.0,5,2
13924,2,9,1682.0800000000004,4,4,4,4.04.04.0,12,0
13925,37,5,616.6499999999999,3,3,2,3.03.02.0,8,3
13926,24,1,223.85000000000002,3,1,1,3.01.01.0,5,4
13927,75,1,348.99,2,1,2,2.01.02.0,5,2
13928,11,4,464.56999999999994,4,3,2,4.03.02.0,9,4
13929,170,3,802.8499999999999,1,2,3,1.02.03.0,6,2
13930,58,2,337.3399999999999,2,1,2,2.01.02.0,5,2
13931,86,3,1230.9300000000003,2,2,3,2.02.03.0,7,3
13932,295,1,307.4,1,1,2,1.01.02.0,4,2
13933,110,2,608.7899999999998,2,1,2,2.01.02.0,5,2
13934,264,1,922.0999999999997,1,1,3,1.01.03.0,5,2
13936,172,2,361.28,1,1,2,1.01.02.0,4,2
13937,170,1,158.85,1,1,1,1.01.01.0,3,1
13938,36,1,71.66,3,1,1,3.01.01.0,5,4
13939,24,4,556.7499999999999,3,3,2,3.03.02.0,8,3
13940,18,4,839.1400000000002,3,3,3,3.03.03.0,9,3
13941,22,7,4912.41,3,4,4,3.04.04.0,11,0
13946,80,3,561.57,2,2,2,2.02.02.0,6,2
13947,66,1,90.6,2,1,1,2.01.01.0,4,1
13948,361,1,101.99999999999999,1,1,1,1.01.01.0,3,1
13949,3,6,2427.3199999999974,4,3,4,4.03.04.0,11,0
13950,12,4,728.5600000000001,4,3,3,4.03.03.0,10,0
13951,177,3,674.4499999999998,1,2,3,1.02.03.0,6,2
13952,212,3,3246.091,1,2,4,1.02.04.0,7,3
13953,8,7,3515.6800000000003,4,4,4,4.04.04.0,12,0
13954,2,3,378.5899999999999,4,2,2,4.02.02.0,8,4
13955,155,2,322.96,1,1,2,1.01.02.0,4,2
13956,6,5,1019.2700000000003,4,3,3,4.03.03.0,10,0
13958,373,1,-102.45,1,1,1,1.01.01.0,3,1
13959,80,3,594.0399999999998,2,2,2,2.02.02.0,6,2
13960,22,2,230.22,3,1,1,3.01.01.0,5,4
13962,22,2,169.55,3,1,1,3.01.01.0,5,4
13963,309,4,664.54,1,3,3,1.03.03.0,7,3
13967,146,1,80.7,1,1,1,1.01.01.0,3,1
13969,8,17,8956.920000000002,4,4,4,4.04.04.0,12,0
13971,9,11,2702.2199999999993,4,4,4,4.04.04.0,12,0
13972,71,2,190.25000000000009,2,1,1,2.01.01.0,4,1
13973,288,1,264.7,1,1,1,1.01.01.0,3,1
13974,50,1,413.59,3,1,2,3.01.02.0,6,4
13975,32,6,2438.19,3,3,4,3.03.04.0,10,0
13976,207,1,357.9800000000001,1,1,2,1.01.02.0,4,2
13978,15,2,196.79,4,1,1,4.01.01.0,6,4
13979,74,1,869.8700000000001,2,1,3,2.01.03.0,6,2
13980,61,1,200.14000000000001,2,1,1,2.01.01.0,4,1
13982,40,4,1861.11,3,3,4,3.03.04.0,10,0
13983,30,11,2590.46,3,4,4,3.04.04.0,11,0
13984,27,6,488.03000000000003,3,3,2,3.03.02.0,8,3
13985,5,16,7024.530000000005,4,4,4,4.04.04.0,12,0
13986,18,1,320.46000000000004,3,1,2,3.01.02.0,6,4
13988,20,9,4098.800000000001,3,4,4,3.04.04.0,11,0
13989,66,2,1266.0799999999997,2,1,3,2.01.03.0,6,2
13990,214,1,311.3,1,1,2,1.01.02.0,4,2
13991,13,6,847.54,4,3,3,4.03.03.0,10,0
13992,31,1,76.8,3,1,1,3.01.01.0,5,4
13993,33,12,3409.6600000000003,3,4,4,3.04.04.0,11,0
13994,4,6,2274.140000000001,4,3,4,4.03.04.0,11,0
13995,16,6,1383.4899999999998,4,3,3,4.03.03.0,10,0
13999,11,15,3865.2600000000034,4,4,4,4.04.04.0,12,0
14000,207,2,633.71,1,1,2,1.01.02.0,4,2
14001,46,4,2030.33,3,3,4,3.03.04.0,10,0
14002,135,2,529.73,2,1,2,2.01.02.0,5,2
14004,44,7,4582.639999999999,3,4,4,3.04.04.0,11,0
14005,10,5,2874.7200000000007,4,3,4,4.03.04.0,11,0
14006,116,3,962.1899999999999,2,2,3,2.02.03.0,7,3
14009,199,3,685.9299999999998,1,2,3,1.02.03.0,6,2
14012,278,1,328.8,1,1,2,1.01.02.0,4,2
14013,111,3,473.02,2,2,2,2.02.02.0,6,2
14014,78,1,505.18000000000006,2,1,2,2.01.02.0,5,2
14015,53,1,917.34,2,1,3,2.01.03.0,6,2
14016,155,5,4328.46,1,3,4,1.03.04.0,8,3
14019,47,4,1398.9600000000005,3,3,3,3.03.03.0,9,3
14020,17,2,642.8000000000001,4,1,2,4.01.02.0,7,4
14021,156,3,631.9000000000001,1,2,2,1.02.02.0,5,2
14022,226,1,440.0,1,1,2,1.01.02.0,4,2
14023,8,2,584.0699999999998,4,1,2,4.01.02.0,7,4
14024,122,2,327.7,2,1,2,2.01.02.0,5,2
14027,61,1,104.82000000000002,2,1,1,2.01.01.0,4,1
14029,64,2,467.65999999999997,2,1,2,2.01.02.0,5,2
14030,19,7,2358.8399999999997,3,4,4,3.04.04.0,11,0
14031,8,18,14634.639999999992,4,4,4,4.04.04.0,12,0
14032,3,17,2929.840000000001,4,4,4,4.04.04.0,12,0
14034,23,2,509.09,3,1,2,3.01.02.0,6,4
14035,29,5,1428.0200000000002,3,3,3,3.03.03.0,9,3
14036,285,1,626.6499999999999,1,1,2,1.01.02.0,4,2
14037,177,2,147.20000000000005,1,1,1,1.01.01.0,3,1
14038,79,4,1554.4799999999989,2,3,3,2.03.03.0,8,3
14039,34,1,152.2,3,1,1,3.01.01.0,5,4
14040,41,12,3487.59,3,4,4,3.04.04.0,11,0
14041,267,1,141.41,1,1,1,1.01.01.0,3,1
14044,27,4,646.4199999999994,3,3,3,3.03.03.0,9,3
14045,110,3,1659.75,2,2,4,2.02.04.0,8,3
14046,285,1,154.98999999999998,1,1,1,1.01.01.0,3,1
14047,9,6,1290.0099999999998,4,3,3,4.03.03.0,10,0
14048,278,2,375.1299999999999,1,1,2,1.01.02.0,4,2
14049,17,4,5536.149999999996,4,3,4,4.03.04.0,11,0
14050,32,2,746.3600000000001,3,1,3,3.01.03.0,7,4
14051,1,25,15477.33999999999,4,4,4,4.04.04.0,12,0
14052,20,1,225.35999999999993,3,1,1,3.01.01.0,5,4
14053,125,2,260.25,2,1,1,2.01.01.0,4,1
14054,66,1,92.46,2,1,1,2.01.01.0,4,1
14055,107,1,725.6400000000001,2,1,3,2.01.03.0,6,2
14056,2,24,8062.459999999984,4,4,4,4.04.04.0,12,0
14057,24,15,6141.100000000001,3,4,4,3.04.04.0,11,0
14059,267,1,183.59999999999997,1,1,1,1.01.01.0,3,1
14060,5,20,6135.379999999998,4,4,4,4.04.04.0,12,0
14062,10,11,10464.85,4,4,4,4.04.04.0,12,0
14064,30,6,1168.9199999999998,3,3,3,3.03.03.0,9,3
14066,267,1,152.55,1,1,1,1.01.01.0,3,1
14067,64,2,374.69999999999993,2,1,2,2.01.02.0,5,2
14068,321,1,265.85,1,1,1,1.01.01.0,3,1
14071,4,8,1306.1600000000026,4,4,3,4.04.03.0,11,0
14073,22,2,139.54,3,1,1,3.01.01.0,5,4
14075,5,3,942.2599999999998,4,2,3,4.02.03.0,9,4
14076,130,1,118.66999999999997,2,1,1,2.01.01.0,4,1
14077,41,5,499.41999999999996,3,3,2,3.03.02.0,8,3
14078,102,6,1049.3700000000003,2,3,3,2.03.03.0,8,3
14079,125,1,375.09999999999997,2,1,2,2.01.02.0,5,2
14080,33,1,45.599999999999994,3,1,1,3.01.01.0,5,4
14081,268,3,891.7699999999999,1,2,3,1.02.03.0,6,2
14082,365,1,182.24999999999997,1,1,1,1.01.01.0,3,1
14083,5,8,1002.8999999999999,4,4,3,4.04.03.0,11,0
14085,3,16,4408.539999999997,4,4,4,4.04.04.0,12,0
14087,3,1,178.71999999999997,4,1,1,4.01.01.0,6,4
14088,11,13,50415.49,4,4,4,4.04.04.0,12,0
14089,57,1,158.75,2,1,1,2.01.01.0,4,1
14090,325,1,76.32000000000001,1,1,1,1.01.01.0,3,1
14092,8,15,4063.100000000003,4,4,4,4.04.04.0,12,0
14093,13,1,433.85999999999996,4,1,2,4.01.02.0,7,4
14096,5,17,57120.90999999968,4,4,4,4.04.04.0,12,0
14098,37,1,147.34999999999997,3,1,1,3.01.01.0,5,4
14099,17,11,3092.9700000000003,4,4,4,4.04.04.0,12,0
14100,138,1,191.95000000000002,2,1,1,2.01.01.0,4,1
14101,74,6,5976.79,2,3,4,2.03.04.0,9,3
14102,6,5,1060.33,4,3,3,4.03.03.0,10,0
14104,155,2,216.20999999999998,1,1,1,1.01.01.0,3,1
14105,86,2,1260.3300000000002,2,1,3,2.01.03.0,6,2
14107,52,8,2688.48,2,4,4,2.04.04.0,10,3
14108,31,3,594.1600000000001,3,2,2,3.02.02.0,7,4
14109,24,2,80.19999999999999,3,1,1,3.01.01.0,5,4
14110,4,13,5669.65,4,4,4,4.04.04.0,12,0
14111,15,5,688.6,4,3,3,4.03.03.0,10,0
14112,23,10,2774.1699999999964,3,4,4,3.04.04.0,11,0
14113,4,7,1377.92,4,4,3,4.04.03.0,11,0
14114,274,2,386.53,1,1,2,1.01.02.0,4,2
14116,20,5,1382.7400000000002,3,3,3,3.03.03.0,9,3
14117,144,1,90.0,2,1,1,2.01.01.0,4,1
14119,355,1,-19.9,1,1,1,1.01.01.0,3,1
14121,4,6,2740.3,4,3,4,4.03.04.0,11,0
14124,85,1,419.58000000000004,2,1,2,2.01.02.0,5,2
14125,11,3,2720.6300000000015,4,2,4,4.02.04.0,10,0
14126,8,2,643.6300000000001,4,1,2,4.01.02.0,7,4
14127,123,3,709.7099999999996,2,2,3,2.02.03.0,7,3
14128,61,2,637.5000000000001,2,1,2,2.01.02.0,5,2
14129,2,4,1123.86,4,3,3,4.03.03.0,10,0
14130,320,1,480.90999999999997,1,1,2,1.01.02.0,4,2
14132,3,12,3580.130000000001,4,4,4,4.04.04.0,12,0
14133,130,4,590.3399999999999,2,3,2,2.03.02.0,7,3
14135,2,14,4690.31,4,4,4,4.04.04.0,12,0
14138,2,2,965.8800000000005,4,1,3,4.01.03.0,8,4
14139,47,1,415.81999999999994,3,1,2,3.01.02.0,6,4
14140,4,3,920.0499999999996,4,2,3,4.02.03.0,9,4
14141,3,6,879.0300000000003,4,3,3,4.03.03.0,10,0
14142,374,1,311.81000000000006,1,1,2,1.01.02.0,4,2
14143,134,1,115.8,2,1,1,2.01.01.0,4,1
14145,47,5,3148.2,3,3,4,3.03.04.0,10,0
14146,9,5,2949.57,4,3,4,4.03.04.0,11,0
14147,50,3,468.4,3,2,2,3.02.02.0,7,4
14148,234,1,157.2,1,1,1,1.01.01.0,3,1
14149,213,3,259.43000000000006,1,2,1,1.02.01.0,4,1
14150,36,2,658.6400000000001,3,1,3,3.01.03.0,7,4
14152,76,3,611.0900000000001,2,2,2,2.02.02.0,6,2
14154,240,1,1345.6200000000003,1,1,3,1.01.03.0,5,2
14155,267,1,118.75,1,1,1,1.01.01.0,3,1
14156,10,51,113214.58999999985,4,4,4,4.04.04.0,12,0
14157,20,2,392.4400000000001,3,1,2,3.01.02.0,6,4
14158,41,1,507.66000000000014,3,1,2,3.01.02.0,6,4
14159,20,11,4615.639999999992,3,4,4,3.04.04.0,11,0
14161,216,3,1097.6200000000001,1,2,3,1.02.03.0,6,2
14162,174,2,289.36000000000007,1,1,1,1.01.01.0,3,1
14163,88,4,2445.9100000000008,2,3,4,2.03.04.0,9,3
14164,71,2,1631.7700000000002,2,1,4,2.01.04.0,7,2
14165,276,1,120.44,1,1,1,1.01.01.0,3,1
14167,40,4,562.5899999999999,3,3,2,3.03.02.0,8,3
14171,99,1,363.78999999999996,2,1,2,2.01.02.0,5,2
14173,11,3,450.84000000000003,4,2,2,4.02.02.0,8,4
14174,34,1,134.46,3,1,1,3.01.01.0,5,4
14175,52,6,3108.0600000000018,2,3,4,2.03.04.0,9,3
14176,298,4,574.0,1,3,2,1.03.02.0,6,3
14177,85,4,544.51,2,3,2,2.03.02.0,7,3
14178,9,7,1600.26,4,4,3,4.04.03.0,11,0
14179,41,2,701.5699999999997,3,1,3,3.01.03.0,7,4
14180,11,29,4640.769999999999,4,4,4,4.04.04.0,12,0
14184,67,1,452.89,2,1,2,2.01.02.0,5,2
14185,332,1,197.65,1,1,1,1.01.01.0,3,1
14188,9,10,2018.91,4,4,4,4.04.04.0,12,0
14189,3,23,4604.3099999999995,4,4,4,4.04.04.0,12,0
14191,2,14,4660.010000000002,4,4,4,4.04.04.0,12,0
14193,68,2,853.3900000000001,2,1,3,2.01.03.0,6,2
14194,5,25,11216.74999999999,4,4,4,4.04.04.0,12,0
14195,202,3,962.6999999999998,1,2,3,1.02.03.0,6,2
14196,107,1,335.52,2,1,2,2.01.02.0,5,2
14198,5,7,663.4999999999999,4,4,3,4.04.03.0,11,0
14199,219,1,185.39999999999998,1,1,1,1.01.01.0,3,1
14201,61,9,688.0400000000001,2,4,3,2.04.03.0,9,3
14204,3,1,150.60999999999996,4,1,1,4.01.01.0,6,4
14205,11,4,218.78000000000003,4,3,1,4.03.01.0,8,4
14206,240,2,308.25999999999993,1,1,2,1.01.02.0,4,2
14208,95,1,151.73999999999998,2,1,1,2.01.01.0,4,1
14209,11,7,2067.1300000000006,4,4,4,4.04.04.0,12,0
14210,92,7,1900.89,2,4,4,2.04.04.0,10,3
14211,54,13,2208.2999999999997,2,4,4,2.04.04.0,10,3
14212,90,1,1070.48,2,1,3,2.01.03.0,6,2
14213,372,1,-1192.2000000000003,1,1,1,1.01.01.0,3,1
14214,31,7,1000.2299999999997,3,4,3,3.04.03.0,10,0
14215,12,7,1777.9200000000008,4,4,4,4.04.04.0,12,0
14216,4,4,1839.3,4,3,4,4.03.04.0,11,0
14217,2,22,1925.36,4,4,4,4.04.04.0,12,0
14218,43,1,169.48000000000002,3,1,1,3.01.01.0,5,4
14219,5,1,89.94,4,1,1,4.01.01.0,6,4
14220,248,2,632.4,1,1,2,1.01.02.0,4,2
14221,43,8,3427.849999999999,3,4,4,3.04.04.0,11,0
14222,178,1,683.17,1,1,3,1.01.03.0,5,2
14223,93,4,975.23,2,3,3,2.03.03.0,8,3
14224,111,4,1009.73,2,3,3,2.03.03.0,8,3
14226,29,7,2184.24,3,4,4,3.04.04.0,11,0
14227,27,11,3315.710000000002,3,4,4,3.04.04.0,11,0
14229,52,5,1450.6,2,3,3,2.03.03.0,8,3
14231,180,5,822.0600000000001,1,3,3,1.03.03.0,7,3
14232,32,8,2043.9300000000003,3,4,4,3.04.04.0,11,0
14233,44,5,1447.5100000000007,3,3,3,3.03.03.0,9,3
14234,23,4,754.1200000000003,3,3,3,3.03.03.0,9,3
14235,11,5,3093.8599999999997,4,3,4,4.03.04.0,11,0
14236,81,2,490.86,2,1,2,2.01.02.0,5,2
14237,374,1,161.00000000000003,1,1,1,1.01.01.0,3,1
14238,327,1,146.85,1,1,1,1.01.01.0,3,1
14239,44,12,2323.5000000000014,3,4,4,3.04.04.0,11,0
14240,31,2,890.3400000000005,3,1,3,3.01.03.0,7,4
14241,184,1,213.70000000000002,1,1,1,1.01.01.0,3,1
14242,235,2,280.55,1,1,1,1.01.01.0,3,1
14243,9,14,2535.8799999999987,4,4,4,4.04.04.0,12,0
14245,177,5,1677.4799999999998,1,3,4,1.03.04.0,8,3
14246,111,3,1474.0600000000006,2,2,3,2.02.03.0,7,3
14247,279,1,136.77,1,1,1,1.01.01.0,3,1
14248,319,1,302.58,1,1,2,1.01.02.0,4,2
14250,8,2,1904.0500000000002,4,1,4,4.01.04.0,9,4
14251,2,5,2879.7000000000003,4,3,4,4.03.04.0,11,0
14256,255,3,935.06,1,2,3,1.02.03.0,6,2
14257,52,6,3087.27,2,3,4,2.03.04.0,9,3
14258,10,9,12650.079999999996,4,4,4,4.04.04.0,12,0
14259,142,1,120.0,2,1,1,2.01.01.0,4,1
14261,51,2,1163.4499999999998,3,1,3,3.01.03.0,7,4
14262,9,8,2618.230000000001,4,4,4,4.04.04.0,12,0
14264,155,3,319.4700000000001,1,2,2,1.02.02.0,5,2
14265,110,2,530.18,2,1,2,2.01.02.0,5,2
14267,151,6,1279.0899999999997,1,3,3,1.03.03.0,7,3
14270,332,1,492.6499999999999,1,1,2,1.01.02.0,4,2
14271,226,1,112.32000000000002,1,1,1,1.01.01.0,3,1
14272,74,2,437.96000000000004,2,1,2,2.01.02.0,5,2
14273,52,4,559.9700000000001,2,3,2,2.03.02.0,7,3
14276,89,5,1019.3899999999996,2,3,3,2.03.03.0,8,3
14277,16,3,3928.7999999999997,4,2,4,4.02.04.0,10,0
14280,197,1,134.04,1,1,1,1.01.01.0,3,1
14282,4,15,3701.4400000000046,4,4,4,4.04.04.0,12,0
14284,31,3,578.4500000000002,3,2,2,3.02.02.0,7,4
14285,22,4,1910.0100000000004,3,3,4,3.03.04.0,10,0
14286,24,5,4595.809999999998,3,3,4,3.03.04.0,10,0
14287,9,3,151.23,4,2,1,4.02.01.0,7,4
14288,213,2,413.85,1,1,2,1.01.02.0,4,2
14289,9,6,911.2599999999999,4,3,3,4.03.03.0,10,0
14290,12,6,2307.4499999999994,4,3,4,4.03.04.0,11,0
14291,2,8,3873.2999999999984,4,4,4,4.04.04.0,12,0
14292,8,11,4819.329999999998,4,4,4,4.04.04.0,12,0
14293,4,4,1046.5599999999993,4,3,3,4.03.03.0,10,0
14295,41,2,154.7,3,1,1,3.01.01.0,5,4
14297,18,5,1284.0599999999997,3,3,3,3.03.03.0,9,3
14298,4,26,50862.43999999997,4,4,4,4.04.04.0,12,0
14299,9,17,2855.3499999999995,4,4,4,4.04.04.0,12,0
14300,19,1,43.2,3,1,1,3.01.01.0,5,4
14301,108,2,632.04,2,1,2,2.01.02.0,5,2
14304,223,2,197.1,1,1,1,1.01.01.0,3,1
14305,72,4,1803.76,2,3,4,2.03.04.0,9,3
14306,52,3,2083.4199999999996,2,2,4,2.02.04.0,8,3
14307,89,5,2995.7200000000007,2,3,4,2.03.04.0,9,3
14309,9,10,2319.6800000000007,4,4,4,4.04.04.0,12,0
14311,226,2,229.71000000000004,1,1,1,1.01.01.0,3,1
14312,47,6,1611.5899999999995,3,3,4,3.03.04.0,10,0
14314,107,1,120.0,2,1,1,2.01.01.0,4,1
14315,22,7,2456.979999999999,3,4,4,3.04.04.0,11,0
14317,65,1,508.58,2,1,2,2.01.02.0,5,2
14320,207,3,343.11,1,2,2,1.02.02.0,5,2
14321,11,5,1530.749999999999,4,3,3,4.03.03.0,10,0
14323,115,4,574.2600000000001,2,3,2,2.03.02.0,7,3
14326,235,2,166.85,1,1,1,1.01.01.0,3,1
14327,164,1,311.65000000000003,1,1,2,1.01.02.0,4,2
14329,9,13,4889.140000000004,4,4,4,4.04.04.0,12,0
14331,125,2,462.65999999999997,2,1,2,2.01.02.0,5,2
14332,23,3,840.2099999999998,3,2,3,3.02.03.0,8,3
14333,65,2,351.45,2,1,2,2.01.02.0,5,2
14334,17,9,2539.4600000000005,4,4,4,4.04.04.0,12,0
14335,17,2,454.86,4,1,2,4.01.02.0,7,4
14336,17,4,1614.9100000000008,4,3,4,4.03.04.0,11,0
14338,159,4,554.2199999999999,1,3,2,1.03.02.0,6,3
14339,235,3,289.91,1,2,1,1.02.01.0,4,1
14340,219,1,134.7,1,1,1,1.01.01.0,3,1
14341,46,6,2151.0799999999986,3,3,4,3.03.04.0,10,0
14342,22,5,607.7100000000002,3,3,2,3.03.02.0,8,3
14344,128,8,889.9300000000002,2,4,3,2.04.03.0,9,3
14345,39,1,108.97999999999999,3,1,1,3.01.01.0,5,4
14346,121,2,1021.5800000000002,2,1,3,2.01.03.0,6,2
14348,261,1,409.57,1,1,2,1.01.02.0,4,2
14349,11,1,133.50000000000006,4,1,1,4.01.01.0,6,4
14350,271,2,258.7,1,1,1,1.01.01.0,3,1
14351,165,1,51.0,1,1,1,1.01.01.0,3,1
14352,158,3,1078.96,1,2,3,1.02.03.0,6,2
14353,216,1,90.6,1,1,1,1.01.01.0,3,1
14354,6,2,163.62,4,1,1,4.01.01.0,6,4
14355,366,1,174.4,1,1,1,1.01.01.0,3,1
14356,61,4,666.9399999999999,2,3,3,2.03.03.0,8,3
14357,44,1,225.12000000000012,3,1,1,3.01.01.0,5,4
14359,20,6,882.5800000000002,3,3,3,3.03.03.0,9,3
14360,32,3,2118.03,3,2,4,3.02.04.0,9,3
14362,23,1,151.50000000000003,3,1,1,3.01.01.0,5,4
14364,109,7,3717.349999999999,2,4,4,2.04.04.0,10,3
14367,9,13,9134.120000000008,4,4,4,4.04.04.0,12,0
14368,320,1,155.00000000000003,1,1,1,1.01.01.0,3,1
14371,296,1,100.5,1,1,1,1.01.01.0,3,1
14373,359,1,76.55,1,1,1,1.01.01.0,3,1
14375,186,1,235.56000000000003,1,1,1,1.01.01.0,3,1
14377,192,2,617.05,1,1,2,1.01.02.0,4,2
14379,45,2,348.1,3,1,2,3.01.02.0,6,4
14381,53,1,202.6800000000001,2,1,1,2.01.01.0,4,1
14382,27,1,615.4900000000001,3,1,2,3.01.02.0,6,4
14383,39,3,1247.6899999999998,3,2,3,3.02.03.0,8,3
14385,10,3,202.11,4,2,1,4.02.01.0,7,4
14386,297,1,142.4,1,1,1,1.01.01.0,3,1
14387,33,3,1727.6000000000013,3,2,4,3.02.04.0,9,3
14388,9,10,3172.040000000002,4,4,4,4.04.04.0,12,0
14389,9,5,999.7199999999998,4,3,3,4.03.03.0,10,0
14390,11,8,4582.220000000003,4,4,4,4.04.04.0,12,0
14393,219,1,67.94999999999999,1,1,1,1.01.01.0,3,1
14395,3,11,3444.1100000000006,4,4,4,4.04.04.0,12,0
14396,66,2,487.99,2,1,2,2.01.02.0,5,2
14397,1,23,2556.6800000000007,4,4,4,4.04.04.0,12,0
14400,142,2,559.7,2,1,2,2.01.02.0,5,2
14401,5,14,4039.9799999999987,4,4,4,4.04.04.0,12,0
14403,131,5,1426.3100000000002,2,3,3,2.03.03.0,8,3
14404,34,6,1409.7200000000003,3,3,3,3.03.03.0,9,3
14406,120,1,156.75,2,1,1,2.01.01.0,4,1
14407,108,9,2111.0799999999995,2,4,4,2.04.04.0,10,3
14408,11,7,2599.03,4,4,4,4.04.04.0,12,0
14409,72,5,1908.2499999999998,2,3,4,2.03.04.0,9,3
14410,16,8,573.4499999999999,4,4,2,4.04.02.0,10,0
14411,311,1,1063.0,1,1,3,1.01.03.0,5,2
14412,36,3,761.3300000000002,3,2,3,3.02.03.0,8,3
14413,363,1,121.05,1,1,1,1.01.01.0,3,1
14414,92,8,1485.1300000000003,2,4,3,2.04.03.0,9,3
14415,2,13,5766.8499999999985,4,4,4,4.04.04.0,12,0
14416,23,2,490.22,3,1,2,3.01.02.0,6,4
14418,4,3,1937.2500000000002,4,2,4,4.02.04.0,10,0
