customer_id,monetary_DNN,monetary_btyd,frequency_DNN,frequency_btyd,recency,t,time_between,avg_basket_value,avg_basket_size,cnt_returns,has_returned,frequency_btyd_clipped,monetary_btyd_clipped,target_monetary_clipped,target_monetary
13217,133.62,16.206666666666667,4,3,34,57,8.0,33.41,28.5,2,1,3,16.21,133.62,133.62
13220,726.49,321.545,3,2,51,137,17.0,242.16,44.0,0,0,2,321.55,819.29,819.29
13225,3918.76,542.408,6,5,218,262,36.0,653.13,350.0,1,1,5,542.41,6083.04,6083.04
13230,2080.18,220.74777777777777,10,9,213,266,21.0,208.02,123.3,0,0,9,220.75,2652.97,2652.97
13232,878.45,253.6733333333333,4,3,63,144,15.0,219.61,137.25,0,0,3,253.67,1357.6,1357.6
13238,318.85,227.7,2,1,197,261,98.0,159.43,68.5,0,0,1,227.7,680.83,680.83
13240,553.61,164.77,3,2,192,266,64.0,184.54,80.33,0,0,2,164.77,663.65,663.65
13242,270.4,166.4,2,1,101,114,50.0,135.2,65.0,0,0,1,166.4,270.4,270.4
13246,1860.99,381.23,5,4,154,231,30.0,372.2,309.2,0,0,4,381.23,1922.1,1922.1
13248,465.68,78.21,2,1,65,90,32.0,232.84,152.5,0,0,1,78.21,465.68,465.68
13253,1030.4,553.92,2,1,183,240,91.0,515.2,786.0,0,0,1,553.92,1030.4,1030.4
13263,4870.68,236.451,21,20,217,226,10.0,231.94,133.62,0,0,20,236.45,7454.07,7454.07
13265,1465.66,579.11,3,2,90,174,30.0,488.55,379.33,0,0,2,579.11,2107.66,2107.66
13266,2461.09,227.82636363636365,12,11,253,260,21.0,205.09,247.25,4,1,11,227.83,3717.67,3717.67
13267,2707.09,184.0415384615385,14,13,256,267,18.0,193.36,85.14,5,1,13,184.04,4404.44,4404.44
13268,2111.4,291.566,6,5,98,168,16.0,351.9,416.17,0,0,5,291.57,3167.64,3167.64
13269,2952.8,325.17125,9,8,260,270,28.0,328.09,223.56,1,1,8,325.17,5315.92,5315.92
13277,125.9,50.0,2,1,17,34,8.0,62.95,43.0,0,0,1,50.0,258.4,258.4
13280,814.86,253.755,3,2,215,238,71.0,271.62,174.0,0,0,2,253.76,814.86,814.86
13282,770.55,212.925,3,2,58,121,19.0,256.85,57.0,1,1,2,212.93,1047.84,1047.84
13285,1970.1,651.605,3,2,129,191,43.0,656.7,484.67,0,0,2,651.61,2709.12,2709.12
13301,618.09,148.06,4,3,189,193,47.0,154.52,86.25,0,0,3,148.06,618.09,618.09
13305,1161.05,170.8083333333333,7,6,273,273,39.0,165.86,101.57,0,0,6,170.81,2000.86,2000.86
13309,546.64,155.93,2,1,102,209,51.0,273.32,308.0,0,0,1,155.93,1456.79,1456.79
13310,785.85,125.22333333333331,4,3,124,225,31.0,196.46,96.75,2,1,3,125.22,1083.63,1083.63
13313,918.34,305.52,3,2,198,240,66.0,306.11,162.33,0,0,2,305.52,1555.32,1555.32
13316,3617.74,997.63,3,2,123,155,41.0,1205.91,1905.33,1,1,2,997.63,5815.49,5815.49
13317,1192.87,238.705,5,4,175,259,35.0,238.57,93.8,2,1,4,238.71,2140.07,2140.07
13319,6775.15,377.9611111111111,19,18,254,268,13.0,356.59,155.21,7,1,18,377.96,10664.34,10664.34
13320,939.15,215.27,3,2,107,114,35.0,313.05,256.33,1,1,2,215.27,1491.7,1491.7
13324,3766.14,779.01,5,4,157,261,31.0,753.23,494.0,1,1,4,779.01,7072.8,7072.8
13327,2728.55,330.59166666666664,7,6,253,266,36.0,389.79,177.71,1,1,6,330.59,3617.57,3617.57
13330,728.22,392.4,2,1,130,216,65.0,364.11,200.0,0,0,1,392.4,1140.93,1140.93
13334,2731.84,1071.4,2,1,115,206,57.0,1365.92,675.0,0,0,1,1071.4,3536.82,3536.82
13340,9229.54,1850.503333333333,4,3,171,177,42.0,2307.39,1287.0,0,0,3,1850.5,10736.48,10736.48
13362,1581.53,768.83,2,1,42,188,21.0,790.77,363.5,0,0,1,768.83,3085.49,3085.49
13373,2055.58,1067.88,2,1,118,177,59.0,1027.79,472.0,0,0,1,1067.88,3312.25,3312.25
13376,1019.76,321.88,3,2,135,135,45.0,339.92,164.33,0,0,2,321.88,1019.76,1019.76
13381,2461.33,681.74,4,3,185,199,46.0,615.33,312.75,0,0,3,681.74,3626.81,3626.81
13384,1726.19,184.53,4,3,57,79,14.0,431.55,263.75,2,1,3,184.53,4122.28,4122.28
13394,1543.45,307.4225,5,4,194,210,38.0,308.69,295.0,0,0,4,307.42,2312.8,2312.8
13397,1223.24,230.83,5,4,229,240,45.0,244.65,71.4,1,1,4,230.83,1539.18,1539.18
13402,621.23,312.95,2,1,245,273,122.0,310.62,239.5,0,0,1,312.95,621.23,621.23
13405,557.45,397.4,2,1,113,218,56.0,278.73,81.5,0,0,1,397.4,572.45,572.45
13408,17522.75,445.89378378378376,38,37,274,274,7.0,461.13,274.16,11,1,37,445.89,27487.41,27487.41
13410,539.19,96.31666666666666,4,3,104,192,26.0,134.8,74.25,1,1,3,96.32,988.91,988.91
13414,1390.5,500.25,3,2,163,197,54.0,463.5,524.67,0,0,2,500.25,1390.5,1390.5
13418,4090.43,315.1990909090909,12,11,248,273,20.0,340.87,220.5,3,1,11,315.2,5845.44,5845.44
13420,140.35,28.183333333333334,4,3,36,71,9.0,35.09,22.0,2,1,3,28.18,140.35,140.35
13425,1624.21,611.32,3,2,186,195,62.0,541.4,374.33,0,0,2,611.32,1624.21,1624.21
13426,1558.68,305.425,5,4,177,260,35.0,311.74,239.8,0,0,4,305.43,3550.7,3550.7
13427,464.86,250.36,2,1,95,116,47.0,232.43,215.5,0,0,1,250.36,582.6,582.6
13435,1088.12,322.2,3,2,79,90,26.0,362.71,298.0,0,0,2,322.2,3794.49,3794.49
13437,2173.6,244.2333333333333,4,3,91,91,22.0,543.4,172.25,0,0,3,244.23,3408.06,3408.06
13448,1379.31,233.8375,5,4,160,274,32.0,275.86,140.6,2,1,4,233.84,3465.67,3465.67
13450,1421.46,393.62,4,3,94,119,23.0,355.37,317.5,0,0,3,393.62,2043.72,2043.72
13451,2403.69,667.4,4,3,208,235,52.0,600.92,439.5,0,0,3,667.4,2916.45,2916.45
13453,356.98,171.98,2,1,124,190,62.0,178.49,67.0,0,0,1,171.98,356.98,356.98
13456,826.16,206.16666666666663,4,3,52,108,13.0,206.54,63.0,1,1,3,206.17,1737.82,1737.82
13458,7610.47,428.3073333333333,16,15,260,260,16.0,475.65,280.13,6,1,15,428.31,9537.92,9537.92
13461,884.2,307.8,2,1,25,64,12.0,442.1,418.0,0,0,1,307.8,1445.0,1445.0
13468,4237.16,143.59666666666666,28,27,266,274,9.0,151.33,64.29,2,1,27,143.6,5656.75,5656.75
13476,1092.77,121.72333333333331,4,3,103,182,25.0,273.19,103.5,2,1,3,121.72,1092.77,1092.77
13477,886.5,140.22,6,5,153,192,25.0,147.75,103.83,2,1,5,140.22,1441.53,1441.53
13481,1348.58,338.2075,5,4,260,269,52.0,269.72,171.6,2,1,4,338.21,1776.81,1776.81
13486,819.61,617.45,2,1,27,56,13.0,409.81,264.5,0,0,1,617.45,1122.41,1122.41
13487,408.8,215.65,2,1,140,254,70.0,204.4,106.5,0,0,1,215.65,575.4,575.4
13488,6538.68,468.7963636363636,12,11,247,268,20.0,544.89,268.83,4,1,11,468.8,8910.61,8910.61
13489,449.52,124.08,4,3,189,195,47.0,112.38,140.0,0,0,3,124.08,449.52,449.52
13491,1088.45,123.69375,9,8,225,273,25.0,120.94,90.22,0,0,8,123.69,1215.82,1215.82
13492,1269.84,477.27,3,2,78,115,26.0,423.28,136.0,0,0,2,477.27,1269.84,1269.84
13495,1017.68,168.91,4,3,136,269,34.0,254.42,117.5,1,1,3,168.91,1990.12,1990.12
13499,454.59,148.18,3,2,52,170,17.0,151.53,86.33,1,1,2,148.18,1146.96,1146.96
13502,189.16,74.56,2,1,49,224,24.0,94.58,55.0,0,0,1,74.56,292.0,292.0
13505,2489.12,295.886,6,5,103,133,17.0,414.85,206.83,3,1,5,295.89,4282.88,4282.88
13507,1636.47,394.09,2,1,38,46,19.0,818.24,520.0,0,0,1,394.09,2479.16,2479.16
13509,705.02,123.925,5,4,185,185,37.0,141.0,159.8,0,0,4,123.93,979.72,979.72
13515,523.96,160.28,3,2,130,148,43.0,174.65,157.67,0,0,2,160.28,891.12,891.12
13517,1592.83,163.65666666666667,4,3,73,80,18.0,398.21,243.0,2,1,3,163.66,2109.07,2109.07
13520,2811.38,501.596,6,5,243,272,40.0,468.56,217.5,1,1,5,501.6,3487.75,3487.75
13523,2159.74,796.395,3,2,190,267,63.0,719.91,273.67,1,1,2,796.4,3755.38,3755.38
13524,408.86,124.83,3,2,118,120,39.0,136.29,62.33,0,0,2,124.83,680.18,680.18
13527,1366.42,418.6566666666666,4,3,221,227,55.0,341.61,322.5,0,0,3,418.66,2263.76,2263.76
13534,4155.55,138.29821428571427,29,28,258,259,8.0,143.29,74.93,15,1,28,138.3,5613.08,5613.08
13538,891.75,181.2375,5,4,195,216,39.0,178.35,25.0,0,0,4,181.24,1280.85,1280.85
13539,290.15,63.025,3,2,70,210,23.0,96.72,75.0,1,1,2,63.03,605.84,605.84
13549,759.97,115.294,6,5,100,143,16.0,126.66,68.33,1,1,5,115.29,916.12,916.12
13552,2591.62,284.74,9,8,192,216,21.0,287.96,110.67,3,1,8,284.74,3539.53,3539.53
13562,1209.73,606.46,2,1,104,146,52.0,604.87,263.5,0,0,1,606.46,1799.33,1799.33
13564,647.74,53.87,3,2,224,269,74.0,215.91,219.67,1,1,2,53.87,647.74,647.74
13571,801.15,131.176,6,5,126,154,21.0,133.53,112.0,0,0,5,131.18,2092.32,2092.32
13575,218.75,130.2,2,1,43,77,21.0,109.38,56.5,0,0,1,130.2,732.07,732.07
13576,4503.17,319.54,14,13,266,274,19.0,321.66,122.29,2,1,13,319.54,6703.3,6703.3
13577,822.1,465.35,2,1,93,142,46.0,411.05,168.5,0,0,1,465.35,1658.3,1658.3
13588,1398.61,321.3275,5,4,156,156,31.0,279.72,328.2,1,1,4,321.33,2445.12,2445.12
13590,1110.58,200.38,5,4,162,204,32.0,222.12,179.6,1,1,4,200.38,1976.12,1976.12
13591,776.23,314.03,2,1,62,167,31.0,388.12,131.5,0,0,1,314.03,1117.13,1117.13
13592,205.51,64.395,3,2,59,165,19.0,68.5,23.67,0,0,2,64.4,247.96,247.96
13593,2021.48,487.21,4,3,228,237,57.0,505.37,176.75,0,0,3,487.21,2021.48,2021.48
13599,2233.87,156.7525,13,12,216,267,16.0,171.84,110.15,7,1,12,156.75,5030.6,5030.6
13606,250.42,180.4,2,1,68,212,34.0,125.21,121.5,0,0,1,180.4,280.54,280.54
13610,768.26,132.2725,5,4,175,186,35.0,153.65,74.2,0,0,4,132.27,1115.43,1115.43
13611,623.12,159.985,3,2,194,260,64.0,207.71,138.67,1,1,2,159.99,1158.2,1158.2
13614,794.98,589.23,2,1,166,231,83.0,397.49,123.5,0,0,1,589.23,1610.46,1610.46
13617,365.7,234.59,2,1,67,81,33.0,182.85,94.0,0,0,1,234.59,544.18,544.18
13623,532.02,131.97333333333333,4,3,87,198,21.0,133.01,37.0,0,0,3,131.97,672.44,672.44
13627,1014.25,234.35333333333327,4,3,206,258,51.0,253.56,193.5,1,1,3,234.35,1624.02,1624.02
13629,5718.36,722.6228571428571,8,7,239,239,29.0,714.8,402.75,0,0,7,722.62,7792.36,7792.36
13630,1331.66,206.504,6,5,180,186,30.0,221.94,160.33,2,1,5,206.5,1995.68,1995.68
13631,3021.77,420.2528571428571,8,7,168,168,21.0,377.72,57.5,1,1,7,420.25,3021.77,3021.77
13632,810.35,274.385,3,2,70,144,23.0,270.12,105.0,0,0,2,274.39,2117.02,2117.02
13634,783.77,210.885,3,2,221,228,73.0,261.26,117.0,0,0,2,210.89,1575.16,1575.16
13636,639.05,121.1375,5,4,163,186,32.0,127.81,66.6,1,1,4,121.14,941.62,941.62
13637,684.85,262.25,2,1,39,127,19.0,342.43,177.0,0,0,1,262.25,810.5,810.5
13647,803.86,379.22,2,1,59,135,29.0,401.93,220.5,0,0,1,379.22,1670.22,1670.22
13650,718.52,173.2,3,2,62,168,20.0,239.51,93.33,1,1,2,173.2,1809.34,1809.34
13652,638.24,329.44,2,1,112,269,56.0,319.12,145.0,0,0,1,329.44,1095.08,1095.08
13654,1714.27,467.1133333333333,4,3,128,174,32.0,428.57,383.0,0,0,3,467.11,2707.33,2707.33
13655,932.97,549.32,2,1,127,142,63.0,466.49,302.5,0,0,1,549.32,932.97,932.97
13656,379.65,216.95,2,1,173,238,86.0,189.83,245.0,0,0,1,216.95,379.65,379.65
13662,514.26,57.312,6,5,77,160,12.0,85.71,59.67,4,1,5,57.31,879.08,879.08
13668,4864.97,312.4873333333333,16,15,249,263,15.0,304.06,182.88,0,0,15,312.49,6216.07,6216.07
13675,486.82,178.38,2,1,133,185,66.0,243.41,165.0,0,0,1,178.38,486.82,486.82
13694,43807.0,1481.5475862068963,30,29,273,274,9.0,1460.23,1583.9,4,1,29,1481.55,62653.1,62653.1
13695,1385.53,144.71,10,9,140,160,14.0,138.55,91.4,0,0,9,144.71,2504.13,2504.13
13700,1245.8,272.4475,5,4,151,228,30.0,249.16,311.8,0,0,4,272.45,2265.12,2265.12
13705,522.68,204.54,2,1,229,274,114.0,261.34,118.5,0,0,1,204.54,711.86,711.86
13709,2879.87,481.034,6,5,215,216,35.0,479.98,314.5,2,1,5,481.03,6249.11,6249.11
13717,943.24,161.2975,5,4,170,199,34.0,188.65,313.2,1,1,4,161.3,1432.26,1432.26
13719,338.74,205.84,2,1,29,135,14.0,169.37,93.0,0,0,1,205.84,1041.68,1041.68
13720,799.9,177.9,4,3,138,155,34.0,199.98,125.25,0,0,3,177.9,799.9,799.9
13722,2369.16,452.845,3,2,162,183,54.0,789.72,466.67,1,1,2,452.85,2369.16,2369.16
13725,1828.1,110.05625,9,8,139,209,15.0,203.12,79.56,2,1,8,110.06,1809.81,1809.81
13728,797.02,159.61,5,4,203,211,40.0,159.4,70.8,0,0,4,159.61,1016.14,1016.14
13730,752.6,445.85,2,1,26,62,13.0,376.3,244.0,0,0,1,445.85,752.6,752.6
13735,1335.55,420.54,2,1,59,135,29.0,667.78,346.0,0,0,1,420.54,2766.18,2766.18
13741,361.03,99.035,3,2,34,118,11.0,120.34,47.33,1,1,2,99.04,666.33,666.33
13742,2620.12,241.20444444444445,10,9,158,221,15.0,262.01,96.3,1,1,9,241.2,3102.42,3102.42
13743,910.67,153.79,6,5,152,160,25.0,151.78,201.83,1,1,5,153.79,1340.15,1340.15
13748,580.85,188.425,3,2,141,274,47.0,193.62,74.33,0,0,2,188.43,948.25,948.25
13750,1316.63,330.39666666666665,4,3,196,237,49.0,329.16,107.75,0,0,3,330.4,1647.26,1647.26
13752,1186.28,181.736,6,5,122,147,20.0,197.71,146.0,0,0,5,181.74,1186.28,1186.28
13754,282.6,126.6,2,1,166,218,83.0,141.3,107.0,0,0,1,126.6,282.6,282.6
13756,2558.34,337.59,7,6,238,268,34.0,365.48,234.0,0,0,6,337.59,5145.12,5145.12
13758,2351.52,497.2675,5,4,172,274,34.0,470.3,298.6,0,0,4,497.27,3190.55,3190.55
13764,945.63,445.74,2,1,193,238,96.0,472.82,295.0,0,0,1,445.74,1521.76,1521.76
13767,9518.37,273.0451515151516,34,33,265,274,7.0,279.95,114.26,10,1,33,273.05,16945.71,16945.71
13769,1707.29,138.499,11,10,254,268,23.0,155.21,63.45,5,1,10,138.5,2771.87,2771.87
13771,1462.1,295.25,3,2,68,148,22.0,487.37,274.67,1,1,2,295.25,2631.7,2631.7
13777,12157.99,278.6415,21,20,244,274,11.0,578.95,279.9,4,1,20,278.64,25748.35,25748.35
13782,487.93,147.995,3,2,203,228,67.0,162.64,62.0,0,0,2,148.0,912.0,912.0
13784,1968.63,264.99857142857144,8,7,219,233,27.0,246.08,229.13,0,0,7,265.0,2462.79,2462.79
13791,1516.0,579.0,2,1,41,69,20.0,758.0,600.0,0,0,1,579.0,1047.68,1047.68
13798,27373.91,749.0530555555555,37,36,265,273,7.0,739.84,466.86,0,0,36,749.05,36351.42,36351.42
13799,688.86,347.16,2,1,178,195,89.0,344.43,201.0,0,0,1,347.16,688.86,688.86
13802,3906.27,1005.93,5,4,222,261,44.0,781.25,456.2,2,1,4,1005.93,3906.27,3906.27
13804,1355.11,315.74,3,2,148,190,49.0,451.7,263.67,0,0,2,315.74,2635.79,2635.79
13815,2965.3,976.645,3,2,170,219,56.0,988.43,654.0,1,1,2,976.65,4014.91,4014.91
13821,385.64,115.49,2,1,117,162,58.0,192.82,76.5,0,0,1,115.49,385.64,385.64
13824,1429.84,328.9866666666666,4,3,175,211,43.0,357.46,165.0,0,0,3,328.99,1698.94,1698.94
13827,300.76,188.02,2,1,10,44,5.0,150.38,47.5,0,0,1,188.02,412.05,412.05
13831,1455.39,349.13,4,3,231,270,57.0,363.85,129.25,0,0,3,349.13,2202.99,2202.99
13835,537.34,208.89,2,1,60,116,30.0,268.67,145.5,0,0,1,208.89,834.57,834.57
13838,479.59,241.48,2,1,252,270,126.0,239.8,84.5,0,0,1,241.48,691.73,691.73
13842,2165.27,309.1166666666666,7,6,211,267,30.0,309.32,127.57,0,0,6,309.12,3385.62,3385.62
13846,646.48,117.54,3,2,118,261,39.0,215.49,113.33,1,1,2,117.54,847.61,847.61
13848,935.0,615.0,2,1,69,267,34.0,467.5,1350.0,0,0,1,615.0,1255.0,1255.0
13851,1353.28,1106.96,2,1,160,189,80.0,676.64,511.5,0,0,1,1106.96,2651.46,2651.46
13854,6060.66,261.4209090909091,23,22,259,266,11.0,263.51,74.96,4,1,22,261.42,8025.02,8025.02
13856,363.4,89.66666666666666,4,3,35,104,8.0,90.85,121.0,1,1,3,89.67,363.4,363.4
13862,1759.25,190.5928571428572,8,7,224,233,28.0,219.91,158.88,2,1,7,190.59,2187.31,2187.31
13865,383.34,130.02,3,2,153,190,51.0,127.78,51.33,0,0,2,130.02,501.56,501.56
13869,3104.95,927.11,4,3,234,258,58.0,776.24,430.25,0,0,3,927.11,3104.95,3104.95
13870,2162.67,404.66,5,4,186,188,37.0,432.53,210.8,1,1,4,404.66,2751.25,2751.25
13871,4074.24,516.8842857142856,8,7,196,209,24.0,509.28,218.25,0,0,7,516.88,6389.8,6389.8
13873,381.7,86.75,4,3,190,210,47.0,95.43,34.5,1,1,3,86.75,381.7,381.7
13875,1424.8,361.38333333333327,4,3,168,202,42.0,356.2,251.25,0,0,3,361.38,1786.79,1786.79
13880,1680.76,263.82666666666665,7,6,222,268,31.0,240.11,121.71,0,0,6,263.83,3219.77,3219.77
13881,6901.14,839.4,8,7,204,212,25.0,862.64,593.75,1,1,7,839.4,16989.52,16989.52
13883,1643.2,418.45,5,4,126,227,25.0,328.64,168.6,3,1,4,418.45,2538.75,2538.75
13884,189.95,51.8,2,1,6,184,3.0,94.98,31.0,0,0,1,51.8,781.3,781.3
13888,605.63,366.11,2,1,99,119,49.0,302.82,129.0,0,0,1,366.11,605.63,605.63
13890,496.01,152.83,3,2,251,259,83.0,165.34,89.67,1,1,2,152.83,1860.86,1860.86
13895,937.3,554.84,2,1,21,65,10.0,468.65,218.0,0,0,1,554.84,2588.12,2588.12
13901,2652.28,812.6266666666666,4,3,211,219,52.0,663.07,386.75,0,0,3,812.63,2867.2,2867.2
13908,1439.11,314.37,4,3,150,177,37.0,359.78,227.75,1,1,3,314.37,2347.05,2347.05
13911,2437.63,300.3,8,7,164,209,20.0,304.7,273.63,0,0,7,300.3,2580.91,2580.91
13925,447.2,33.54,3,2,21,35,7.0,149.07,88.0,1,1,2,33.54,616.65,616.65
13928,225.45,121.25,2,1,27,34,13.0,112.73,43.5,0,0,1,121.25,464.57,464.57
13929,802.85,195.0,3,2,157,227,52.0,267.62,46.33,1,1,2,195.0,802.85,802.85
13933,608.79,307.8,2,1,39,49,19.0,304.4,102.5,0,0,1,307.8,608.79,608.79
13939,378.41,96.955,3,2,203,212,67.0,126.14,217.67,1,1,2,96.96,556.75,556.75
13940,391.06,172.44,2,1,28,45,14.0,195.53,120.0,0,0,1,172.44,839.14,839.14
13941,2630.71,383.8975,5,4,229,273,45.0,526.14,265.0,2,1,4,383.9,4912.41,4912.41
13946,485.97,276.12,2,1,66,168,33.0,242.99,131.5,0,0,1,276.12,561.57,561.57
13951,674.45,230.945,3,2,118,195,39.0,224.82,153.0,0,0,2,230.95,674.45,674.45
13953,2604.36,526.09,5,4,237,253,47.0,520.87,409.6,0,0,4,526.09,3515.68,3515.68
13955,322.96,117.86,2,1,151,206,75.0,161.48,77.0,0,0,1,117.86,322.96,322.96
13956,680.27,280.275,3,2,133,172,44.0,226.76,128.33,0,0,2,280.28,1026.42,1026.42
13959,337.44,122.7,2,1,81,263,40.0,168.72,99.0,0,0,1,122.7,598.2,598.2
13969,3911.35,399.3066666666666,10,9,258,266,25.0,391.14,198.3,0,0,9,399.31,8986.69,8986.69
13971,1938.16,229.24,8,7,179,186,22.0,242.27,163.5,2,1,7,229.24,2702.22,2702.22
13975,1474.66,198.975,5,4,148,177,29.0,294.93,192.0,1,1,4,198.98,2503.23,2503.23
13982,1219.44,395.42,3,2,202,266,67.0,406.48,259.67,0,0,2,395.42,1861.11,1861.11
13983,1681.06,270.34,6,5,179,267,29.0,280.18,132.17,0,0,5,270.34,2590.46,2590.46
13984,386.85,58.0125,5,4,240,267,48.0,77.37,47.8,1,1,4,58.01,488.03,488.03
13985,2737.44,334.92,8,7,157,165,19.0,342.18,171.5,1,1,7,334.92,7024.53,7024.53
13988,1916.85,428.5966666666666,4,3,92,155,23.0,479.21,322.25,1,1,3,428.6,4098.8,4098.8
13993,2243.16,320.00166666666667,7,6,230,231,32.0,320.45,93.14,1,1,6,320.0,3409.66,3409.66
13994,419.56,130.99,2,1,43,49,21.0,209.78,66.5,0,0,1,130.99,2313.14,2313.14
13995,861.7,183.75,4,3,130,146,32.0,215.43,149.0,1,1,3,183.75,1383.49,1383.49
13999,2553.54,281.43,9,8,246,262,27.0,283.73,176.33,1,1,8,281.43,3865.26,3865.26
14001,1296.39,497.575,3,2,202,274,67.0,432.13,209.67,1,1,2,497.58,2030.33,2030.33
14002,529.73,304.94,2,1,22,57,11.0,264.87,438.5,0,0,1,304.94,529.73,529.73
14004,2962.26,687.4133333333333,4,3,180,189,45.0,740.57,408.0,0,0,3,687.41,4582.64,4582.64
14005,696.56,254.7,3,2,82,116,27.0,232.19,288.0,0,0,2,254.7,2874.72,2874.72
14006,962.19,328.875,3,2,197,213,65.0,320.73,213.67,0,0,2,328.88,962.19,962.19
14013,473.02,177.26,3,2,165,176,55.0,157.67,154.0,0,0,2,177.26,473.02,473.02
14016,4328.46,893.68,5,4,203,258,40.0,865.69,424.8,1,1,4,893.68,4328.46,4328.46
14021,631.9,216.5,3,2,101,157,33.0,210.63,64.0,0,0,2,216.5,631.9,631.9
14024,327.7,65.25,2,1,3,25,1.0,163.85,75.0,0,0,1,65.25,327.7,327.7
14030,1657.5,245.25,5,4,245,267,49.0,331.5,172.0,0,0,4,245.25,2360.09,2360.09
14031,8390.81,606.96,12,11,246,273,20.0,699.23,280.83,1,1,11,606.96,14634.64,14634.64
14032,1805.47,150.161,11,10,198,267,18.0,164.13,118.45,5,1,10,150.16,2929.84,2929.84
14035,837.26,267.83,3,2,190,198,63.0,279.09,149.0,0,0,2,267.83,1428.02,1428.02
14037,147.2,35.4,2,1,188,265,94.0,73.6,23.0,0,0,1,35.4,147.2,147.2
14038,1080.52,182.1,3,2,63,108,21.0,360.17,233.0,1,1,2,182.1,1554.48,1554.48
14040,2429.33,267.45375,9,8,214,232,23.0,269.93,126.22,1,1,8,267.45,3542.19,3542.19
14044,542.11,184.185,3,2,206,210,68.0,180.7,83.67,0,0,2,184.19,652.82,652.82
14045,1659.75,666.675,3,2,264,274,88.0,553.25,178.33,0,0,2,666.68,1659.75,1659.75
14047,617.32,165.2,3,2,173,273,57.0,205.77,68.67,1,1,2,165.2,1290.01,1290.01
14049,3273.37,1126.78,3,2,159,218,53.0,1091.12,720.0,0,0,2,1126.78,5639.15,5639.15
14051,8554.39,495.685625,17,16,253,267,14.0,503.2,128.29,3,1,16,495.69,15477.34,15477.34
14053,260.25,106.0,2,1,35,60,17.0,130.13,107.5,0,0,1,106.0,260.25,260.25
14056,5332.57,295.850625,17,16,177,185,10.0,313.68,168.0,1,1,16,295.85,8127.85,8127.85
14057,4741.42,346.8636363636364,12,11,260,261,21.0,395.12,315.0,1,1,11,346.86,6147.4,6147.4
14060,4102.78,289.4569230769231,14,13,264,273,18.0,293.06,269.29,0,0,13,289.46,6135.38,6135.38
14062,7801.79,976.4528571428572,8,7,252,265,31.0,975.22,451.88,0,0,7,976.45,10464.85,10464.85
14064,942.16,189.2525,5,4,161,175,32.0,188.43,216.2,1,1,4,189.25,1188.32,1188.32
14077,310.4,96.645,3,2,92,175,30.0,103.47,49.33,0,0,2,96.65,499.42,499.42
14078,1049.37,182.626,6,5,272,274,45.0,174.9,51.67,0,0,5,182.63,1049.37,1049.37
14083,548.92,47.876,6,5,245,272,40.0,91.49,66.83,0,0,5,47.88,1018.43,1018.43
14085,3235.44,266.12636363636364,12,11,227,269,18.0,269.62,183.0,0,0,11,266.13,4435.79,4435.79
14088,25431.57,2981.11,7,6,194,223,27.0,3633.08,1000.29,1,1,6,2981.11,50415.49,50415.49
14092,2735.77,274.167,11,10,273,273,24.0,248.71,135.64,2,1,10,274.17,4063.1,4063.1
14099,2298.72,273.6,8,7,234,255,29.0,287.34,215.5,0,0,7,273.6,3092.97,3092.97
14101,4944.39,1048.1975,5,4,184,227,36.0,988.88,1281.2,0,0,4,1048.2,5976.79,5976.79
14104,216.21,104.95,2,1,11,66,5.0,108.11,36.0,0,0,1,104.95,216.21,216.21
14107,1822.09,291.77,6,5,188,265,31.0,303.68,212.5,1,1,5,291.77,2688.48,2688.48
14110,3246.12,468.372,6,5,147,167,24.0,541.02,255.33,1,1,5,468.37,5669.65,5669.65
14111,247.2,153.0,2,1,135,142,67.0,123.6,92.0,0,0,1,153.0,688.6,688.6
14112,1809.92,198.8033333333333,7,6,162,176,23.0,258.56,160.29,4,1,6,198.8,2774.17,2774.17
14127,709.71,197.54,3,2,188,211,62.0,236.57,107.0,0,0,2,197.54,709.71,709.71
14132,1552.46,311.4,5,4,70,84,14.0,310.49,284.0,0,0,4,311.4,3580.13,3580.13
14133,590.34,90.78,4,3,186,216,46.0,147.59,85.5,2,1,3,90.78,590.34,590.34
14135,3190.32,338.13375,9,8,267,273,29.0,354.48,373.78,0,0,8,338.13,4690.31,4690.31
14145,2257.2,376.2,4,3,84,118,21.0,564.3,114.0,1,1,3,376.2,3148.2,3148.2
14156,81319.47,2804.3782758620687,30,29,258,273,8.0,2710.65,1330.77,3,1,29,2804.38,100000.0,113384.14
14159,2173.2,395.996,6,5,218,263,36.0,362.2,323.83,0,0,5,396.0,4678.3,4678.3
14162,289.36,111.68,2,1,119,193,59.0,144.68,71.0,0,0,1,111.68,289.36,289.36
14163,1659.39,623.76,3,2,87,140,29.0,553.13,196.33,0,0,2,623.76,2445.91,2445.91
14167,402.1,126.875,3,2,166,232,55.0,134.03,35.33,0,0,2,126.88,574.84,574.84
14175,1127.89,268.43666666666667,4,3,214,230,53.0,281.97,145.25,2,1,3,268.44,3108.06,3108.06
14178,312.89,115.52,2,1,39,83,19.0,156.45,141.0,0,0,1,115.52,1620.93,1620.93
14180,4002.37,158.35916666666665,25,24,266,273,10.0,160.09,24.4,5,1,24,158.36,4640.77,4640.77
14188,1376.81,195.762,6,5,210,211,35.0,229.47,129.67,2,1,5,195.76,2018.91,2018.91
